CMDLINE .\SDL1.exe
MEM 58.917969 1721737289.3267
MEM 58.917969 1721737289.4274
MEM 58.917969 1721737289.5277
MEM 58.917969 1721737289.6283
MEM 58.917969 1721737289.7289
MEM 58.917969 1721737289.8293
MEM 58.917969 1721737289.9295
MEM 58.917969 1721737290.0299
MEM 58.917969 1721737290.1306
MEM 58.917969 1721737290.2310
MEM 58.917969 1721737290.3314
MEM 58.917969 1721737290.4320
MEM 58.917969 1721737290.5323
MEM 58.917969 1721737290.6327
MEM 58.917969 1721737290.7329
MEM 58.917969 1721737290.8334
MEM 58.917969 1721737290.9338
MEM 58.917969 1721737291.0341
MEM 58.917969 1721737291.1343
MEM 58.917969 1721737291.2345
MEM 58.917969 1721737291.3348
MEM 58.917969 1721737291.4352
MEM 58.917969 1721737291.5358
MEM 58.917969 1721737291.6362
MEM 58.917969 1721737291.7366
MEM 58.917969 1721737291.8371
MEM 58.917969 1721737291.9373
MEM 58.917969 1721737292.0376
MEM 58.917969 1721737292.1382
MEM 58.917969 1721737292.2389
MEM 58.917969 1721737292.3393
MEM 58.917969 1721737292.4396
MEM 58.917969 1721737292.5403
MEM 58.917969 1721737292.6406
MEM 58.917969 1721737292.7411
MEM 58.917969 1721737292.8418
MEM 58.917969 1721737292.9424
MEM 58.917969 1721737293.0431
MEM 58.917969 1721737293.1436
MEM 58.917969 1721737293.2441
MEM 58.917969 1721737293.3447
MEM 58.917969 1721737293.4453
MEM 58.917969 1721737293.5456
MEM 58.917969 1721737293.6462
MEM 58.917969 1721737293.7467
MEM 58.917969 1721737293.8472
MEM 58.917969 1721737293.9478
MEM 58.917969 1721737294.0483
MEM 58.917969 1721737294.1487
MEM 58.917969 1721737294.2491
MEM 58.917969 1721737294.3496
MEM 58.917969 1721737294.4500
MEM 58.917969 1721737294.5505
MEM 58.917969 1721737294.6508
MEM 58.917969 1721737294.7511
MEM 58.917969 1721737294.8514
MEM 58.917969 1721737294.9519
MEM 58.917969 1721737295.0524
MEM 58.917969 1721737295.1529
MEM 58.917969 1721737295.2535
MEM 58.917969 1721737295.3540
MEM 58.917969 1721737295.4542
MEM 58.917969 1721737295.5546
MEM 58.917969 1721737295.6550
MEM 58.917969 1721737295.7553
MEM 58.917969 1721737295.8557
MEM 58.917969 1721737295.9562
MEM 58.917969 1721737296.0566
MEM 58.917969 1721737296.1570
MEM 58.917969 1721737296.2578
MEM 58.917969 1721737296.3584
MEM 58.917969 1721737296.4590
MEM 58.917969 1721737296.5593
MEM 58.917969 1721737296.6596
MEM 58.917969 1721737296.7600
MEM 58.917969 1721737296.8606
MEM 58.917969 1721737296.9612
MEM 58.917969 1721737297.0619
MEM 58.917969 1721737297.1623
MEM 58.917969 1721737297.2630
MEM 58.917969 1721737297.3633
MEM 58.917969 1721737297.4640
MEM 58.917969 1721737297.5646
MEM 58.917969 1721737297.6651
MEM 58.917969 1721737297.7653
MEM 58.917969 1721737297.8658
MEM 58.917969 1721737297.9662
MEM 58.917969 1721737298.0664
MEM 58.917969 1721737298.1668
MEM 58.917969 1721737298.2674
MEM 58.917969 1721737298.3677
MEM 58.917969 1721737298.4681
MEM 58.917969 1721737298.5685
MEM 58.917969 1721737298.6688
MEM 58.917969 1721737298.7692
MEM 58.917969 1721737298.8695
MEM 58.917969 1721737298.9700
MEM 58.917969 1721737299.0704
MEM 58.917969 1721737299.1709
MEM 58.917969 1721737299.2714
MEM 58.917969 1721737299.3721
MEM 58.917969 1721737299.4723
MEM 58.917969 1721737299.5726
MEM 58.917969 1721737299.6731
MEM 58.917969 1721737299.7737
MEM 58.917969 1721737299.8739
MEM 58.917969 1721737299.9742
MEM 58.917969 1721737300.0748
MEM 58.917969 1721737300.1751
MEM 58.917969 1721737300.2757
MEM 58.917969 1721737300.3763
MEM 58.917969 1721737300.4765
MEM 58.929688 1721737300.5769
MEM 58.929688 1721737300.6774
MEM 58.929688 1721737300.7777
MEM 58.929688 1721737300.8779
MEM 58.929688 1721737300.9781
MEM 58.929688 1721737301.0789
MEM 58.929688 1721737301.1795
MEM 58.929688 1721737301.2801
MEM 58.929688 1721737301.3808
MEM 58.929688 1721737301.4811
MEM 58.929688 1721737301.5816
MEM 58.929688 1721737301.6818
MEM 58.929688 1721737301.7821
MEM 58.929688 1721737301.8823
MEM 58.929688 1721737301.9830
MEM 58.929688 1721737302.0833
MEM 58.929688 1721737302.1840
MEM 58.929688 1721737302.2847
MEM 58.929688 1721737302.3853
MEM 58.929688 1721737302.4859
MEM 58.929688 1721737302.5865
MEM 58.929688 1721737302.6870
MEM 58.929688 1721737302.7874
MEM 58.929688 1721737302.8878
MEM 58.929688 1721737302.9883
MEM 58.929688 1721737303.0886
MEM 58.929688 1721737303.1890
MEM 58.929688 1721737303.2893
MEM 58.933594 1721737303.3895
MEM 58.933594 1721737303.4899
MEM 58.933594 1721737303.5904
MEM 58.933594 1721737303.6911
MEM 58.933594 1721737303.7918
MEM 58.933594 1721737303.8921
MEM 58.933594 1721737303.9924
MEM 58.933594 1721737304.0931
MEM 58.933594 1721737304.1933
MEM 58.933594 1721737304.2939
MEM 58.933594 1721737304.3943
MEM 58.933594 1721737304.4949
MEM 58.933594 1721737304.5952
MEM 58.933594 1721737304.6958
MEM 58.933594 1721737304.7962
MEM 58.933594 1721737304.8968
MEM 58.933594 1721737304.9974
MEM 58.933594 1721737305.0979
MEM 58.933594 1721737305.1983
MEM 58.933594 1721737305.2986
MEM 58.933594 1721737305.3988
MEM 58.933594 1721737305.4990
MEM 58.933594 1721737305.5996
MEM 58.933594 1721737305.6999
MEM 58.933594 1721737305.8005
MEM 58.933594 1721737305.9010
MEM 58.933594 1721737306.0015
MEM 58.933594 1721737306.1018
MEM 58.933594 1721737306.2021
MEM 58.933594 1721737306.3026
MEM 58.933594 1721737306.4032
MEM 58.933594 1721737306.5038
MEM 58.933594 1721737306.6044
MEM 58.933594 1721737306.7049
MEM 58.933594 1721737306.8056
MEM 58.933594 1721737306.9061
MEM 58.933594 1721737307.0067
MEM 58.933594 1721737307.1071
MEM 58.933594 1721737307.2077
MEM 58.933594 1721737307.3081
MEM 58.933594 1721737307.4084
MEM 58.933594 1721737307.5087
MEM 58.933594 1721737307.6090
MEM 58.933594 1721737307.7095
MEM 58.933594 1721737307.8098
MEM 58.933594 1721737307.9101
MEM 58.933594 1721737308.0104
MEM 58.933594 1721737308.1107
MEM 58.933594 1721737308.2111
MEM 58.933594 1721737308.3117
MEM 58.933594 1721737308.4119
MEM 58.933594 1721737308.5125
MEM 58.933594 1721737308.6129
MEM 58.933594 1721737308.7134
MEM 58.933594 1721737308.8136
MEM 58.933594 1721737308.9142
MEM 58.933594 1721737309.0149
MEM 58.933594 1721737309.1156
MEM 58.933594 1721737309.2162
MEM 58.933594 1721737309.3165
MEM 58.933594 1721737309.4168
MEM 58.933594 1721737309.5172
MEM 58.933594 1721737309.6178
MEM 58.933594 1721737309.7181
MEM 58.933594 1721737309.8184
MEM 58.933594 1721737309.9188
MEM 58.933594 1721737310.0192
MEM 58.933594 1721737310.1195
MEM 58.933594 1721737310.2198
MEM 58.937500 1721737310.3200
MEM 58.937500 1721737310.4206
MEM 58.937500 1721737310.5212
MEM 58.937500 1721737310.6218
MEM 58.937500 1721737310.7225
MEM 58.937500 1721737310.8230
MEM 58.937500 1721737310.9235
MEM 58.937500 1721737311.0238
MEM 58.937500 1721737311.1243
MEM 58.937500 1721737311.2247
MEM 58.937500 1721737311.3254
MEM 58.937500 1721737311.4259
MEM 58.937500 1721737311.5265
MEM 58.937500 1721737311.6269
MEM 58.972656 1721737311.7273
MEM 58.972656 1721737311.8279
MEM 58.972656 1721737311.9282
MEM 58.972656 1721737312.0286
MEM 58.972656 1721737312.1291
MEM 58.972656 1721737312.2295
MEM 58.972656 1721737312.3303
MEM 58.972656 1721737312.4309
MEM 58.972656 1721737312.5313
MEM 58.972656 1721737312.6315
MEM 58.972656 1721737312.7319
MEM 58.972656 1721737312.8325
MEM 58.972656 1721737312.9331
MEM 58.972656 1721737313.0337
MEM 58.972656 1721737313.1342
MEM 58.972656 1721737313.2347
MEM 58.972656 1721737313.3351
MEM 58.972656 1721737313.4354
MEM 58.972656 1721737313.5359
MEM 58.972656 1721737313.6362
MEM 58.972656 1721737313.7368
MEM 58.972656 1721737313.8374
MEM 58.972656 1721737313.9381
MEM 58.972656 1721737314.0388
MEM 58.972656 1721737314.1392
MEM 58.972656 1721737314.2396
MEM 58.972656 1721737314.3401
MEM 58.972656 1721737314.4404
MEM 58.972656 1721737314.5408
MEM 58.972656 1721737314.6410
MEM 58.972656 1721737314.7413
MEM 58.972656 1721737314.8420
MEM 58.972656 1721737314.9424
MEM 58.972656 1721737315.0426
MEM 58.972656 1721737315.1430
MEM 58.972656 1721737315.2433
MEM 58.972656 1721737315.3437
MEM 58.972656 1721737315.4443
MEM 58.972656 1721737315.5446
MEM 58.972656 1721737315.6451
MEM 58.972656 1721737315.7456
MEM 58.972656 1721737315.8461
MEM 58.972656 1721737315.9463
MEM 58.972656 1721737316.0468
MEM 58.972656 1721737316.1473
MEM 58.972656 1721737316.2477
MEM 58.972656 1721737316.3483
MEM 58.972656 1721737316.4488
MEM 58.972656 1721737316.5494
MEM 58.972656 1721737316.6498
MEM 58.972656 1721737316.7501
MEM 58.972656 1721737316.8506
MEM 58.972656 1721737316.9510
MEM 58.972656 1721737317.0513
MEM 58.972656 1721737317.1517
MEM 58.972656 1721737317.2520
MEM 58.972656 1721737317.3523
MEM 58.972656 1721737317.4525
MEM 58.972656 1721737317.5529
MEM 58.972656 1721737317.6533
MEM 58.972656 1721737317.7536
MEM 58.972656 1721737317.8541
MEM 58.972656 1721737317.9548
MEM 58.972656 1721737318.0553
MEM 58.972656 1721737318.1558
MEM 58.972656 1721737318.2560
MEM 58.972656 1721737318.3567
MEM 58.972656 1721737318.4569
MEM 58.972656 1721737318.5573
MEM 58.972656 1721737318.6576
MEM 58.972656 1721737318.7579
MEM 58.972656 1721737318.8583
MEM 58.972656 1721737318.9588
MEM 58.972656 1721737319.0592
MEM 58.972656 1721737319.1595
MEM 58.972656 1721737319.2597
MEM 58.972656 1721737319.3599
MEM 58.972656 1721737319.4603
MEM 58.972656 1721737319.5610
MEM 58.972656 1721737319.6616
MEM 58.972656 1721737319.7619
MEM 58.972656 1721737319.8626
MEM 58.972656 1721737319.9628
MEM 58.972656 1721737320.0633
MEM 58.972656 1721737320.1638
MEM 58.972656 1721737320.2644
MEM 58.972656 1721737320.3646
MEM 58.972656 1721737320.4652
MEM 58.972656 1721737320.5655
MEM 58.972656 1721737320.6658
MEM 58.972656 1721737320.7663
MEM 58.972656 1721737320.8668
MEM 58.972656 1721737320.9673
MEM 58.972656 1721737321.0678
MEM 58.972656 1721737321.1682
MEM 58.972656 1721737321.2688
MEM 58.972656 1721737321.3691
MEM 58.972656 1721737321.4697
MEM 58.972656 1721737321.5699
MEM 58.972656 1721737321.6704
MEM 58.972656 1721737321.7707
MEM 58.972656 1721737321.8714
MEM 58.972656 1721737321.9718
MEM 58.972656 1721737322.0720
MEM 58.972656 1721737322.1726
MEM 58.972656 1721737322.2731
MEM 58.972656 1721737322.3737
MEM 58.972656 1721737322.4744
MEM 58.972656 1721737322.5749
MEM 58.972656 1721737322.6756
MEM 58.972656 1721737322.7759
MEM 58.972656 1721737322.8763
MEM 58.972656 1721737322.9769
MEM 58.972656 1721737323.0773
MEM 58.972656 1721737323.1779
MEM 58.972656 1721737323.2783
MEM 58.972656 1721737323.3789
MEM 58.972656 1721737323.4792
MEM 58.972656 1721737323.5796
MEM 58.972656 1721737323.6802
MEM 58.972656 1721737323.7808
MEM 58.972656 1721737323.8812
MEM 58.972656 1721737323.9814
MEM 58.972656 1721737324.0817
MEM 58.972656 1721737324.1819
MEM 58.972656 1721737324.2826
MEM 58.972656 1721737324.3829
MEM 58.972656 1721737324.4834
MEM 58.972656 1721737324.5840
MEM 58.972656 1721737324.6845
MEM 58.972656 1721737324.7850
MEM 58.972656 1721737324.8854
MEM 58.972656 1721737324.9859
MEM 58.972656 1721737325.0865
MEM 58.972656 1721737325.1872
MEM 58.972656 1721737325.2876
MEM 58.972656 1721737325.3879
MEM 58.972656 1721737325.4882
MEM 58.972656 1721737325.5886
MEM 58.972656 1721737325.6888
MEM 58.972656 1721737325.7892
MEM 58.972656 1721737325.8898
MEM 58.972656 1721737325.9902
MEM 58.972656 1721737326.0908
MEM 58.972656 1721737326.1913
MEM 58.972656 1721737326.2918
MEM 58.972656 1721737326.3922
MEM 58.972656 1721737326.4928
MEM 58.972656 1721737326.5932
MEM 58.972656 1721737326.6938
MEM 58.972656 1721737326.7945
MEM 58.972656 1721737326.8952
MEM 58.972656 1721737326.9956
MEM 58.972656 1721737327.0964
MEM 58.972656 1721737327.1967
MEM 58.972656 1721737327.2971
MEM 58.972656 1721737327.3973
MEM 58.972656 1721737327.4977
MEM 58.972656 1721737327.5980
MEM 58.972656 1721737327.6983
MEM 58.972656 1721737327.7988
MEM 58.972656 1721737327.8992
MEM 58.972656 1721737327.9997
MEM 58.972656 1721737328.1002
MEM 58.972656 1721737328.2007
MEM 58.972656 1721737328.3010
MEM 58.972656 1721737328.4016
MEM 58.972656 1721737328.5018
MEM 58.972656 1721737328.6025
MEM 58.972656 1721737328.7028
MEM 58.972656 1721737328.8035
MEM 58.972656 1721737328.9038
MEM 58.972656 1721737329.0041
MEM 58.972656 1721737329.1045
MEM 58.972656 1721737329.2052
MEM 58.972656 1721737329.3057
MEM 58.972656 1721737329.4061
MEM 58.972656 1721737329.5066
MEM 58.972656 1721737329.6071
MEM 58.972656 1721737329.7074
MEM 58.972656 1721737329.8079
MEM 58.972656 1721737329.9082
MEM 58.972656 1721737330.0087
MEM 58.972656 1721737330.1089
MEM 58.972656 1721737330.2095
MEM 58.972656 1721737330.3100
MEM 58.972656 1721737330.4104
MEM 58.972656 1721737330.5106
MEM 58.972656 1721737330.6112
MEM 58.972656 1721737330.7114
MEM 58.972656 1721737330.8119
MEM 58.972656 1721737330.9126
MEM 58.972656 1721737331.0130
MEM 58.972656 1721737331.1135
MEM 58.972656 1721737331.2137
MEM 58.972656 1721737331.3144
MEM 58.972656 1721737331.4146
MEM 58.972656 1721737331.5152
MEM 58.972656 1721737331.6156
MEM 58.972656 1721737331.7161
MEM 58.972656 1721737331.8166
MEM 58.972656 1721737331.9172
MEM 58.972656 1721737332.0178
MEM 58.972656 1721737332.1185
MEM 58.972656 1721737332.2189
MEM 58.972656 1721737332.3193
MEM 58.972656 1721737332.4199
MEM 58.972656 1721737332.5205
MEM 58.972656 1721737332.6210
MEM 58.972656 1721737332.7218
MEM 58.972656 1721737332.8224
MEM 58.972656 1721737332.9228
MEM 58.972656 1721737333.0233
MEM 58.972656 1721737333.1238
MEM 58.972656 1721737333.2244
MEM 58.972656 1721737333.3250
MEM 58.972656 1721737333.4257
MEM 58.972656 1721737333.5259
MEM 58.972656 1721737333.6263
MEM 58.972656 1721737333.7269
MEM 58.972656 1721737333.8273
MEM 58.972656 1721737333.9276
MEM 58.972656 1721737334.0282
MEM 58.972656 1721737334.1289
MEM 58.972656 1721737334.2293
MEM 58.972656 1721737334.3300
MEM 58.972656 1721737334.4305
MEM 58.972656 1721737334.5312
MEM 58.972656 1721737334.6316
MEM 58.972656 1721737334.7322
MEM 58.972656 1721737334.8325
MEM 58.972656 1721737334.9330
MEM 58.972656 1721737335.0335
MEM 58.972656 1721737335.1340
MEM 58.972656 1721737335.2343
MEM 58.972656 1721737335.3348
MEM 58.976562 1721737335.4354
MEM 58.976562 1721737335.5356
MEM 58.976562 1721737335.6359
MEM 58.976562 1721737335.7367
MEM 58.976562 1721737335.8370
MEM 58.976562 1721737335.9374
MEM 58.976562 1721737336.0377
MEM 58.976562 1721737336.1384
MEM 58.976562 1721737336.2391
MEM 58.976562 1721737336.3397
MEM 58.976562 1721737336.4399
MEM 58.976562 1721737336.5405
MEM 58.976562 1721737336.6408
MEM 58.976562 1721737336.7413
MEM 58.976562 1721737336.8420
MEM 58.976562 1721737336.9424
MEM 58.976562 1721737337.0428
MEM 58.976562 1721737337.1434
MEM 58.976562 1721737337.2439
MEM 58.976562 1721737337.3446
MEM 58.976562 1721737337.4450
MEM 58.976562 1721737337.5454
MEM 58.976562 1721737337.6460
MEM 58.976562 1721737337.7465
MEM 58.976562 1721737337.8471
